biz_name,biz_info,e_address,e_city,e_state,e_postal,e_country,loc_county,loc_LAT_poly,loc_LONG_poly,biz_phone,web_url,f_emergency,biz_bedcount
MAYO CLINIC,A,4500 San Pablo Rd S,Jacksonville,FL,32224,USA,Duval,30.264208,-81.437683,(904) 953-2000,,TRUE,267
MEMORIAL HOSPITAL JACKSONVILLE,A,3625 University Blvd S,Jacksonville,FL,32216,USA,Duval,30.28863,-81.602163,(904) 399-6111,http://www.memorialhospitaljax.com,TRUE,343
ST LUKE'S HOSPITAL,A,4201 Belfort Rd,Jacksonville,FL,32216,USA,Duval,30.25373,-81.583928,(904) 296-3700,,TRUE,
PASSAVANT AREA HOSPITAL,A,1600 W Walnut St,Jacksonville,IL,62650,USA,Morgan,39.745465,-90.259704,(217) 245-9551,http://www.passavanthospital.com,TRUE,114
ONSLOW MEMORIAL HOSPITAL,A,317 Western Blvd,Jacksonville,NC,28546,USA,Onslow,34.762449,-77.382707,(910) 577-2345,,TRUE,133
EAST TEXAS MEDICAL CENTER JACKSONVILLE,A,501 S Ragsdale St,Jacksonville,TX,75766,USA,Cherokee,31.961309,-95.270582,(903) 541-5000,,TRUE,86
MOTHER FRANCES HOSPITAL JACKSONVILLE,C,2026 S Jackson St,Jacksonville,TX,75766,USA,Cherokee,31.939256,-95.250591,(903) 541-4500,,TRUE,
MISSISSIPPI METHODIST REHAB CTR,A,1350 E Woodrow Wilson Ave,Jackson,MS,39216,USA,Hinds,32.326972,-90.172666,(601) 981-2611,,TRUE,
G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSO,ACUTE CARE - VETERANS ADMINISTRATION,1500 E Woodrow Wilson Ave,Jackson,MS,39216,USA,Hinds,32.326942,-90.170592,(601) 362-4471,,TRUE,
JACKSON MEDICAL CENTER,A,220 Hospital Dr,Jackson,AL,36545,USA,Clarke,31.530357,-87.892487,(251) 246-9021,,TRUE,21
SUTTER AMADOR HOSPITAL,A,200 Mission Blvd,Jackson,CA,95642,USA,Amador,38.35075,-120.766188,(209) 223-7500,http://www.sutterhealth.org,TRUE,66
SYLVAN GROVE HOSPITAL,C,1050 McDonough Rd,Jackson,GA,30233,USA,Butts,33.30446,-83.979655,(770) 775-7861,,TRUE,
KENTUCKY RIVER MEDICAL CENTER,A,540 Jett Dr,Jackson,KY,41339,USA,Breathitt,37.5616582,-83.3720197,(606) 666-6000,,TRUE,53
VILLA FELICIANA MEDICAL COMPLEX,A,5002 Highway 10,Jackson,LA,70748,USA,East Feliciana,30.829798,-91.157339,(225) 634-4000,,TRUE,275
ALLEGIANCE HEALTH,A,205 Northeast Ave,Jackson,MI,49201,USA,Jackson,42.251174,-84.392399,(517) 788-4800,http://www.foote.com,TRUE,415
SANFORD JACKSON MEDICAL CENTER,C,1430 North Hwy,Jackson,MN,56143,USA,Jackson,43.623889,-95.001378,(507) 847-2420,,TRUE,
UNIVERSITY OF MISSISSIPPI MED CENTER,A,2500 N State St,Jackson,MS,39216,USA,Hinds,32.328799,-90.175444,(601) 984-4100,,TRUE,654
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,A,969 Lakeland Dr,Jackson,MS,39216,USA,Hinds,32.333622,-90.165844,(601) 200-2000,http://www.stdom.com,TRUE,571
CENTRAL MISSISSIPPI MEDICAL CENTER,A,1850 Chadwick Dr,Jackson,MS,39204,USA,Hinds,32.286959,-90.255656,(601) 376-1000,http://www.hmamississippi.com,TRUE,473
MISSISSIPPI BAPTIST MEDICAL CENTER,A,1225 N State St,Jackson,MS,39202,USA,Hinds,32.316014,-90.178545,(601) 968-1000,,TRUE,639
WOMAN'S HOSPITAL AT RIVER OAKS,A,1026 N Flowood Dr,Flowood,MS,39232,USA,Rankin,32.329622,-90.102418,(601) 936-1000,,TRUE,71
HOLZER MEDICAL CENTER JACKSON,C,500 Burlington Rd,Jackson,OH,45640,USA,Jackson,39.032942,-82.638193,(740) 395-8500,,TRUE,
JACKSON-MADISON COUNTY GENERAL HOSPITAL,A,620 Skyline Dr,Jackson,TN,38301,USA,Madison,35.639454,-88.831631,(731) 541-5000,http://www.wth.net,TRUE,697
REGIONAL HOSPITAL OF JACKSON,A,367 Hospital Blvd,Jackson,TN,38305,USA,Madison,35.683461,-88.853432,(731) 661-2000,http://www.regionalhospital.com,TRUE,127
ST JOHNS MEDICAL CENTER,A,625 E Broadway,Jackson,WY,83001,USA,Teton,43.47985,-110.749385,(307) 733-3636,http://www.tetonhospital.org,TRUE,101
FAITH COMMUNITY HOSPITAL,A,717 Magnolia St,Jacksboro,TX,76458,USA,Jack,33.2259,-98.169276,(940) 567-6633,,TRUE,17
TISHOMINGO HEALTH SERVICES INC,A,1777 Curtis Dr,Iuka,MS,38852,USA,Tishomingo,34.803592,-88.209401,(662) 423-6051,,TRUE,48
CAYUGA MEDICAL CENTER AT ITHACA,A,101 Dates Dr,Ithaca,NY,14850,USA,Tompkins,42.467666,-76.538866,(607) 274-4401,http://www.cayugamed.org,TRUE,148
BELL MEMORIAL HOSPITAL,C,901 Lakeshore Dr,Ishpeming,MI,49849,USA,Marquette,46.503894,-87.684845,(906) 486-4431,,TRUE,
BAYLOR MEDICAL CENTER AT IRVING,A,1901 N MacArthur Blvd,Irving,TX,75061,USA,Dallas,32.833913,-96.959354,(972) 579-8100,http://www.bhcs.com/irving,TRUE,235
LAS COLINAS MEDICAL CENTER,A,6800 N MacArthur Blvd,Irving,TX,75039,USA,Dallas,32.900331,-96.958544,(972) 969-2000,,TRUE,
IRVING COPPELL SURGICAL HOSPITAL LLP,A,400 I-635 W,Irving,TX,75063,USA,Dallas,32.912965,-96.951789,(972) 868-4000,,TRUE,
MARCUM AND WALLACE MEMORIAL HOSPITAL,C,60 Mercy Ct,Irvine,KY,40336,USA,Estill,37.705608,-83.977695,(606) 723-2115,,TRUE,
ASPIRUS GRAND VIEW HOSPITAL,C,N10561 Grandview Ln,Ironwood,MI,49938,USA,Gogebic,46.479388,-90.104753,(906) 932-2525,,TRUE,
NORTHSTAR HEALTH SYSTEM,C,1400 W Ice Lake Rd,Iron River,MI,49935,USA,Iron,46.099226,-88.620271,(906) 265-6121,,TRUE,
IRON MOUNTAIN MI VA MEDICAL CENTER,ACUTE CARE - VETERANS ADMINISTRATION,325 E H St,Iron Mountain,MI,49801,USA,Dickinson,45.81158,-88.063192,(906) 774-3300,,TRUE,
DICKINSON COUNTY MEMORIAL HOSPITAL,A,1721 S Stephenson Ave,Iron Mountain,MI,49801,USA,Dickinson,45.808443,-88.045701,(906) 774-1313,http://www.dchs.org,TRUE,96
ELLSWORTH MUNICIPAL HOSPITAL,C,110 Rocksylvania Ave,Iowa Falls,IA,50126,USA,Hardin,42.521631,-93.258801,(641) 648-4631,,TRUE,
IOWA CITY VA MEDICAL CENTER,ACUTE CARE - VETERANS ADMINISTRATION,601 Highway 6 W,Iowa City,IA,52246,USA,Johnson,41.664204,-91.545426,(319) 338-0581,,TRUE,
MERCY HOSPITAL,A,500 E Market St,Iowa City,IA,52245,USA,Johnson,41.663613,-91.528742,(319) 339-0300,http://www.mercyic.com,TRUE,240
UNIVERSITY OF IOWA HOSPITAL & CLINICS,A,200 Hawkins Dr,Iowa City,IA,52242,USA,Johnson,41.658986,-91.549774,(319) 356-1616,http://www.uihealthcare.com,TRUE,679
IONIA COUNTY MEMORIAL HOSPITAL,C,479 Lafayette St,Ionia,MI,48846,USA,Ionia,42.985448,-85.051417,(616) 527-4200,,TRUE,
ALLEN COUNTY HOSPITAL,C,101 S 1st St,Iola,KS,66749,USA,Allen,37.921321,-95.39522,(620) 365-1021,,TRUE,
CITRUS MEMORIAL HOSPITAL,A,502 W Highland Blvd,Inverness,FL,34452,USA,Citrus,28.832359,-82.335416,(352) 726-1551,,TRUE,171
RAINY LAKE MEDICAL CENTER,C,1400 Highway 71,International Falls,MN,56649,USA,Koochiching,48.594144,-93.430776,(218) 283-5400,,TRUE,
CENTINELA HOSPITAL MEDICAL CENTER,A,555 E Hardy St,Inglewood,CA,90301,USA,Los Angeles,33.949199,-118.348248,(310) 673-4660,,TRUE,
"JOHN F KENNEDY MEMORIAL HOSPITAL, INC",A,111 Monroe St,Indio,CA,92201,USA,Riverside,33.7003336,-116.2339347,(760) 347-6191,http://www.tenethealth.com,TRUE,130
SOUTH SUNFLOWER COUNTY HOSPITAL,A,121 E Baker St,Indianola,MS,38751,USA,Sunflower,33.457381,-90.650169,(662) 887-5235,,TRUE,69
INDIANAPOLIS VA MEDICAL CENTER,ACUTE CARE - VETERANS ADMINISTRATION,1481 W 10th St,Indianapolis,IN,46202,USA,Marion,39.779576,-86.187579,(317) 554-0000,,TRUE,
WILLIAM N WISHARD MEMORIAL HOSPITAL,A,1001 W 10th St,Indianapolis,IN,46202,USA,Marion,39.780836,-86.176486,(317) 630-7592,,TRUE,521
INDIANA UNIVERSITY HEALTH,A,1701 Senate Blvd,Indianapolis,IN,46202,USA,Marion,39.789656,-86.165396,(317) 962-5900,,TRUE,1323
COMMUNITY HOSPITAL EAST,A,1500 N Ritter Ave,Indianapolis,IN,46219,USA,Marion,39.78776,-86.073966,(317) 355-5411,http://www.ehealthindiana.com,TRUE,787
ST VINCENT HOSPITAL & HEALTH SERVICES,A,2001 W 86th St,Indianapolis,IN,46260,USA,Marion,39.911851,-86.195134,(317) 338-7000,http://www.stvincent.org,TRUE,796
COMMUNITY HOSPITAL SOUTH,A,1402 E County Line Rd,Indianapolis,IN,46227,USA,Marion,39.635668,-86.133851,(317) 887-7112,,TRUE,
WESTVIEW HOSPITAL,A,3630 Guion Rd,Indianapolis,IN,46222,USA,Marion,39.820751,-86.221195,(317) 920-7288,http://www.westviewhospital.org,TRUE,67
ST VINCENT HEART CENTER OF INDIANA LLC,A,10580 N Meridian St,Indianapolis,IN,46290,USA,Hamilton,39.940808,-86.158067,(317) 583-5000,,TRUE,
"INDIANA HEART HOSPITAL, THE",A,8075 N Shadeland Ave,Indianapolis,IN,46250,USA,Marion,39.901602,-86.045916,(317) 621-8063,,TRUE,
INDIANA ORTHOPAEDIC HOSPITAL LLC,A,8400 Northwest Blvd,Indianapolis,IN,46278,USA,Marion,39.906943,-86.266364,(317) 956-1000,,TRUE,
ST FRANCIS HOSPITAL AND HEALTH CENTERS-INDIANAPOLI,A,8111 S Emerson Ave,Indianapolis,IN,46237,USA,Marion,39.649066,-86.082504,(317) 865-5001,,TRUE,
COMMUNITY HOSPITAL NORTH,A,7150 Clearvista Dr,Indianapolis,IN,46256,USA,Marion,39.90029,-86.043116,(317) 621-5335,,TRUE,
INDIANA REGIONAL MEDICAL CENTER,A,835 Hospital Rd,Indiana,PA,15701,USA,Indiana,40.608475,-79.158761,(724) 357-7000,,TRUE,148
BUCHANAN COUNTY HEALTH CENTER,C,1600 1st St E,Independence,IA,50644,USA,Buchanan,42.468906,-91.875066,(319) 332-0999,,TRUE,
MERCY HOSPITAL OF KANSAS INDEPENDENCE,A,800 W Myrtle St,Independence,KS,67301,USA,Montgomery,37.224526,-95.716361,(620) 331-2200,,TRUE,58
LALLIE KEMP MEDICAL CENTER,C,52579 HIGHWAY 21 SOUTH,INDEPENDENCE,LA,70443,USA,Tangipahoa,,,(985) 878-1333,,TRUE,
"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC",A,19600 E 39th St S,Independence,MO,64057,USA,Jackson,39.047862,-94.349624,(816) 698-7000,http://www.healthmidwest.org,TRUE,266
CHASE COUNTY COMMUNITY HOSPITAL,C,600 W 12th St,Imperial,NE,69033,USA,Chase,40.523392,-101.649051,(308) 882-7111,,TRUE,
OCEAN BEACH HOSPITAL,C,174 1st Ave N,Ilwaco,WA,98624,USA,Pacific,46.311377,-124.043191,(360) 642-3181,,TRUE,
EASTERN IDAHO REGIONAL MEDICAL CENTER,A,3100 Channing Way,Idaho Falls,ID,83404,USA,Bonneville,43.469449,-111.990343,(208) 529-6210,http://www.eirmc.org,TRUE,312
MOUNTAIN VIEW HOSPITAL,A,2325 Coronado St,Idaho Falls,ID,83404,USA,Bonneville,43.472715,-111.98827,(208) 557-2700,,TRUE,
HORN MEMORIAL HOSPITAL,C,701 E 2nd St,Ida Grove,IA,51445,USA,Ida,42.340542,-95.46031,(712) 364-3311,,TRUE,
MCCURTAIN MEMORIAL HOSPITAL,A,1301 Lincoln Rd,Idabel,OK,74745,USA,McCurtain,33.881046,-94.811396,(580) 286-7623,,TRUE,81
MARY BRECKINRIDGE HOSPITAL,C,130 Kate Ireland Dr,Hyden,KY,41749,USA,Leslie,37.1631897,-83.3779755,(606) 672-2901,,TRUE,
CAPE COD HOSPITAL,A,88 Lewis Bay Rd,Hyannis,MA,2601,USA,Barnstable,41.653212,-70.274734,(508) 771-1800,,TRUE,214
PROMISE REGIONAL MEDICAL CENTER HUTCHINSON INC,A,1701 E 23rd Ave,Hutchinson,KS,67502,USA,Reno,38.07933,-97.894139,(620) 665-2001,,TRUE,158
SUMMIT SURGICAL LLC,A,1818 E 23rd Ave,Hutchinson,KS,67502,USA,Reno,38.079618,-97.891929,(620) 663-4800,,TRUE,
HUTCHINSON AREA HEALTH CARE,A,1095 Highway 15,Hutchinson,MN,55350,USA,McLeod,44.875184,-94.375404,(320) 234-5000,http://www.hahc-hmc.com,TRUE,183
SOUTHWEST SURGICAL HOSPITAL,A,1612 Hurst Town Center Dr,Hurst,TX,76054,USA,Tarrant,32.841579,-97.188445,(817) 345-4100,,TRUE,
CAMC TEAYS VALLEY HOSPITAL,A,1400 Hospital Dr,Teays Valley,WV,25526,USA,Putnam,38.4499941,-81.9515046,(304) 757-1700,http://www.putnamgeneralhospital.com,TRUE,64
HURON REGIONAL MEDICAL CENTER,C,172 4th St SE,Huron,SD,57350,USA,Beadle,44.361842,-98.2113,(605) 353-6200,,TRUE,
HUNTSVILLE HOSPITAL,A,101 Sivley Rd SW,Huntsville,AL,35801,USA,Madison,34.721038,-86.581275,(256) 265-1000,http://www.huntsvillehospital.org,TRUE,778
CRESTWOOD MEDICAL CENTER,A,1 Hospital Dr SW,Huntsville,AL,35801,USA,Madison,34.692438,-86.572585,(256) 882-3100,,TRUE,120
HUNTSVILLE MEMORIAL HOSPITAL,A,110 Memorial Hospital Dr,Huntsville,TX,77340,USA,Walker,30.698484,-95.558156,(936) 291-3411,http://www.huntsvillememorial.com,TRUE,106
COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,A,2623 Slauson Ave,Huntington Park,CA,90255,USA,Los Angeles,33.9893,-118.224391,(323) 583-1931,http://www.tenethealh.com,TRUE,126
HUNTINGTON BEACH HOSPITAL,A,17772 Beach Blvd,Huntington Beach,CA,92647,USA,Orange,33.704379,-117.988923,(714) 843-5000,,TRUE,102
HUNTINGTON VA MEDICAL CENTER,ACUTE CARE - VETERANS ADMINISTRATION,1540 Spring Valley Dr,Huntington,WV,25704,USA,Wayne,38.384244,-82.517847,(304) 429-0241,,TRUE,
PARKVIEW HUNTINGTON HOSPITAL,A,2001 Stults Rd,Huntington,IN,46750,USA,Huntington,40.903801,-85.490396,(260) 355-3000,,TRUE,24
HUNTINGTON HOSPITAL,A,270 Park Ave,Huntington,NY,11743,USA,Suffolk,40.87979,-73.417362,(631) 351-2000,http://www.hunthosp.org,TRUE,263
ST MARY'S MEDICAL CENTER,A,2900 1st Ave,Huntington,WV,25702,USA,Cabell,38.431919,-82.402459,(304) 526-1234,http://www.st-marys.org,TRUE,403
CABELL-HUNTINGTON HOSPITAL INC,A,1340 Hal Greer Blvd,Huntington,WV,25701,USA,Cabell,38.409855,-82.428208,(304) 526-2000,http://www.cabellhuntington.org,TRUE,293
J C BLAIR MEMORIAL HOSPITAL,A,1225 Warm Springs Ave,Huntingdon,PA,16652,USA,Huntingdon,40.493613,-78.013849,(814) 643-2290,http://www.jcblair.org,TRUE,104
BAPTIST MEMORIAL HOSPITAL HUNTINGDON,A,631 Rb Wilson Dr,Huntingdon,TN,38344,USA,Carroll,36.023363,-88.413324,(731) 986-4461,http://www.bmhcc.org,TRUE,70
PRESBYTERIAN HOSPITAL HUNTERSVILLE,A,10030 Gilead Rd,Huntersville,NC,28078,USA,Mecklenburg,35.407564,-80.861283,(704) 316-4000,,TRUE,
HUMBOLDT GENERAL HOSPITAL INC,A,3525 Chere Carol Rd,Humboldt,TN,38343,USA,Gibson,35.813675,-88.892516,(731) 784-2321,http://www.wth.net,TRUE,42
MEMORIAL HERMANN NORTHEAST,A,18951 N Memorial Dr,Humble,TX,77338,USA,Harris,29.995859,-95.275067,(281) 540-7700,http://www.nemch.org,TRUE,204
HIMA SAN PABLO HUMACAO,A,CALLE FONT MARTELO #3,HUMACAO,PR,791,USA,Humacao,,,(787) 852-2424,,TRUE,64
RYDER MEMORIAL HOSPITAL INC,A,355 calle Font Martelo o,Humacao,PR,791,USA,Humacao,18.155327,-65.835572,(787) 852-0768,,TRUE,206
HOSPITAL ORIENTE,A,300 calle Font Martelo o,Humacao,PR,791,USA,Humacao,18.153098,-65.833853,(787) 852-0505,,TRUE,54
CHOCTAW MEMORIAL HOSPITAL,A,1405 Kirk Rd,Hugo,OK,74743,USA,Choctaw,34.0115933,-95.4921035,(580) 317-9500,,TRUE,34
REGIONAL MEDICAL CENTER BAYONET POINT,A,14000 Fivay Rd,Hudson,FL,34667,USA,Pasco,28.359956,-82.688777,(727) 819-2929,http://www.rmchealth.com,TRUE,256
COLUMBIA MEMORIAL HOSPITAL,A,71 Prospect Ave,Hudson,NY,12534,USA,Columbia,42.245882,-73.777997,(518) 828-7601,http://www.cmn.net.org,TRUE,192
HUDSON HOSPITAL,C,405 Stageline Rd,Hudson,WI,54016,USA,Saint Croix,44.961906,-92.718928,(715) 531-6000,,TRUE,
SHERIDAN COUNTY HOSPITAL,C,826 18th St,Hoxie,KS,67740,USA,Sheridan,39.354199,-100.432531,(785) 675-3281,,TRUE,
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,A,620 Byron Rd,Howell,MI,48843,USA,Livingston,42.615105,-83.939432,(517) 545-6000,http://www.trinity-health.org,TRUE,49
HOLY INFANT HOSPITAL,A,"512 MAIN STREET, BOX 158",Hoven,SD,57450,USA,Potter,45.2435941,-99.7770613,(605) 948-2262,,TRUE,20
HOUSTON VA MEDICAL CENTER,ACUTE CARE - VETERANS ADMINISTRATION,2002 Holcombe Blvd,Houston,TX,77030,USA,Harris,29.706057,-95.389577,(713) 794-7100,,TRUE,
TRACE REGIONAL HOSP AND SWING BED,A,1004 E Madison St,Houston,MS,38851,USA,Chickasaw,33.895072,-88.98603,(662) 456-1000,http://www.traceregional.com,TRUE,138
TEXAS COUNTY MEMORIAL HOSPITAL,A,1333 N Sam Houston Blvd,Houston,MO,65483,USA,Texas,37.327325,-91.951435,(417) 967-3311,,TRUE,66
ST JOSEPH MEDICAL CENTER,A,1401 St Joseph Pky,Houston,TX,77002,USA,Harris,29.748145,-95.366625,(713) 757-1000,http://www.christusstjoseph.org,TRUE,424
MEMORIAL HERMANN TEXAS MEDICAL CENTER,A,6411 Fannin St,Houston,TX,77030,USA,Harris,29.714724,-95.396671,(713) 704-3700,http://www.mhhs.org,TRUE,724
MEMORIAL HERMANN HOSPITAL SYSTEM,A,1635 N Loop W Fwy,Houston,TX,77008,USA,Harris,29.8122366,-95.4308649,(713) 448-6796,http://www.mhhs.org,TRUE,535
ST LUKES EPISCOPAL HOSPITAL,A,6720 Bertner Ave,Houston,TX,77030,USA,Harris,29.708492,-95.399288,(832) 355-1000,http://www.sleh.com,TRUE,653
HARRIS COUNTY HOSPITAL DISTRICT,A,2525 Holly Hall St,Houston,TX,77054,USA,Harris,29.685504,-95.390639,(713) 566-6417,http://www.tmc.edu/hchd,TRUE,821
"METHODIST HOSPITAL,THE",A,6565 Fannin St,Houston,TX,77030,USA,Harris,29.710258,-95.400222,(713) 790-2221,http://www.methodisthealth.com,TRUE,841
RIVERSIDE GENERAL HOSPITAL,A,3204 Ennis St,Houston,TX,77004,USA,Harris,29.731247,-95.36013,(713) 526-2441,,TRUE,64
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,A,921 Gessner Rd,Houston,TX,77024,USA,Harris,29.780097,-95.544703,(713) 242-3000,http://www.mhhs.org,TRUE,325
SPRING BRANCH MEDICAL CENTER,A,8850 Long Point Rd,Houston,TX,77055,USA,Harris,29.803159,-95.508644,(713) 467-6555,,TRUE,
HOUSTON NORTHWEST MEDICAL CENTER,A,710 Fm-1960 W,Houston,TX,77090,USA,Harris,30.018234,-95.4396,(281) 440-1000,http://www.tenethealth.com,TRUE,383
WEST HOUSTON MEDICAL CENTER,A,12141 Richmond Ave,Houston,TX,77082,USA,Harris,29.730425,-95.593575,(281) 588-8080,http://www.westhoustonmedical.com,TRUE,174
PARK PLAZA HOSPITAL,A,1313 Hermann Dr,Houston,TX,77004,USA,Harris,29.722562,-95.388071,(713) 527-5019,http://www.parkplazahospital.com,TRUE,319
"WOMANS HOSPITAL OF TEXAS,THE",A,7600 Fannin St,Houston,TX,77054,USA,Harris,29.69299,-95.401262,(713) 790-1234,http://www.womanshospital.com,TRUE,248
CYPRESS FAIRBANKS MEDICAL CENTER,A,10655 Steepletop Dr,Houston,TX,77065,USA,Harris,29.926541,-95.588728,(281) 890-4285,http://www.tenethealth.com,TRUE,140
TOPS SURGICAL SPECIALTY HOSPITAL,A,17080 Red Oak Dr,Houston,TX,77090,USA,Harris,30.01842,-95.444559,(281) 539-2900,,TRUE,20
ST ANTHONY'S HOSPITAL,A,2807 Little York Rd,Houston,TX,77093,USA,Harris,29.871185,-95.342421,(713) 697-2961,,TRUE,39
HOUSTON HOSPITAL SOR SPECIALIZED SURGERY,A,5445 La Branch St,Houston,TX,77004,USA,Harris,29.72432,-95.384254,(713) 528-6800,http://www.healthsouth.com,TRUE,7
DOCTORS HOSPITAL TIDWELL,A,510 W Tidwell Rd,Houston,TX,77091,USA,Harris,29.84736,-95.407064,(713) 691-1111,http://www.health-plus.net,TRUE,190
TEXAS ORTHOPEDIC HOSPITAL,A,7401 Main St,Houston,TX,77030,USA,Harris,29.700446,-95.409593,(713) 799-8600,http://www.texasorthopedic.com,TRUE,49
METHODIST WILLOWBROOK HOSPITAL,A,18220 State Highway 249,Houston,TX,77070,USA,Harris,29.964299,-95.551084,(281) 477-1000,,TRUE,
UNIVERSITY GENERAL HOSPITAL,A,7501 Fannin St,Houston,TX,77054,USA,Harris,29.692729,-95.400871,(713) 652-3800,,TRUE,
TERREBONNE GENERAL MEDICAL CENTER,A,8166 Main St,Houma,LA,70360,USA,Terrebonne,29.598412,-90.715197,(985) 873-4141,http://www.tgmc.com,TRUE,327
LEONARD J CHABERT MEDICAL CENTER,A,1978 Industrial Blvd,Houma,LA,70363,USA,Terrebonne,29.571759,-90.692251,(985) 873-1285,,TRUE,119
PHYSICIANS MEDICAL CENTER,A,218 Corporate Dr,Houma,LA,70360,USA,Terrebonne,29.603112,-90.753316,(985) 853-1390,,TRUE,
HOULTON REGIONAL HOSPITAL,C,20 Hartford St,Houlton,ME,4730,USA,Aroostook,46.132299,-67.843041,(207) 532-2900,,TRUE,
ST JOSEPHS MERCY HEALTH CENTER INC,A,300 Werner St,Hot Springs,AR,71913,USA,Garland,34.466183,-93.066026,(501) 622-1000,http://www.saintjosephs.com,TRUE,248
NATIONAL PARK MEDICAL CENTER,A,1910 Malvern Ave,Hot Springs,AR,71901,USA,Garland,34.485156,-93.032979,(501) 321-1000,http://www.nationalparkmedical.com,TRUE,166
LEO N LEVI NATIONAL ARTHRITIS HOSPITAL,A,300 Prospect Ave,Hot Springs,AR,71901,USA,Garland,34.510143,-93.056531,(501) 624-1281,http://www.levihospital.com,TRUE,15
HEALTHPARK HOSPITAL,A,1636 Higdon Ferry Rd,Hot Springs,AR,71913,USA,Garland,34.463392,-93.074402,(501) 520-2000,http://www.healthparkhospital.com,TRUE,20
FALL RIVER HOSPITAL - CRITICAL ACCESS HOSPITAL,C,1201 S Dakota 71,Hot Springs,SD,57747,USA,Fall River,43.3331175,-103.5485173,(605) 745-8910,,TRUE,
BATH COUNTY COMMUNITY HOSPITAL,C,106 PARK DRIVE- PO DRAWER Z,Hot Springs,VA,24445,USA,Bath,37.999444,-79.831944,(540) 839-7000,,TRUE,
CAVERNA MEMORIAL HOSPITAL,C,1501 S Dixie St,Horse Cave,KY,42749,USA,Hart,37.160927,-85.922772,(270) 786-2191,,TRUE,
ST JAMES MERCY HOSPITAL,A,411 Canisteo St,Hornell,NY,14843,USA,Steuben,42.314652,-77.660401,(607) 324-8000,http://www.sjmh.org,TRUE,225
JENNIE STUART MEDICAL CENTER,A,320 W 18th St,Hopkinsville,KY,42240,USA,Christian,36.860436,-87.495568,(270) 887-0100,http://www.jsmc.org,TRUE,139
JOHN RANDOLPH MEDICAL CENTER,A,411 W Randolph Rd,Hopewell,VA,23860,USA,Hopewell City,37.307171,-77.291453,(804) 541-1600,http://www.johnrandolphmedicalcenter.com,TRUE,260
HOPEDALE MEDICAL COMPLEX,C,107 Tremont St,Hopedale,IL,61747,USA,Tazewell,40.418152,-89.417539,(309) 449-3321,,TRUE,
MEDICAL PARK HOSPITAL,A,2001 S Main St,Hope,AR,71801,USA,Hempstead,33.649003,-93.586973,(870) 777-2323,,TRUE,79
HOOPESTON COMMUNITY MEMORIAL HOSPITAL,C,701 E Orange St,Hoopeston,IL,60942,USA,Vermilion,40.4591,-87.661852,(217) 283-5531,,TRUE,
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,C,810 12th St,Hood River,OR,97031,USA,Hood River,45.704465,-121.523304,(541) 386-3911,,TRUE,
THE QUEENS MEDICAL CENTER,A,1301 Punchbowl St,Honolulu,HI,96813,USA,Honolulu,21.307216,-157.855186,(808) 538-9011,http://www.queens.org,TRUE,446
KUAKINI MEDICAL CENTER,A,347 N Kuakini St,Honolulu,HI,96817,USA,Honolulu,21.322262,-157.856385,(808) 536-2236,http://www.kuakini.org,TRUE,150
HAWAII MEDICAL CENTER EAST,A,2230 Liliha St,Honolulu,HI,96817,USA,Honolulu,21.328515,-157.852151,(808) 547-6011,http://www.stfrancishawaii.org,TRUE,255
KAISER FOUNDATION HOSPITAL,A,3288 Moanalua Rd,Honolulu,HI,96819,USA,Honolulu,21.363087,-157.900753,(808) 432-0000,http://www.kaiserhawaii.com,TRUE,236
STRAUB CLINIC AND HOSPITAL,A,888 S King St,Honolulu,HI,96813,USA,Honolulu,21.302253,-157.850627,(808) 522-4000,http://www.straubhealth.com,TRUE,139
WAYNE MEMORIAL HOSPITAL,A,601 Park St,Honesdale,PA,18431,USA,Wayne,41.575893,-75.260675,(570) 253-8100,http://www.wmh.org,TRUE,78
MEDINA REGIONAL HOSPITAL,C,3100 Avenue E,Hondo,TX,78861,USA,Medina,29.335827,-99.133495,(830) 741-4677,,TRUE,
HOMESTEAD HOSPITAL,A,975 Baptist Way,Homestead,FL,33033,USA,Miami-Dade,25.479472,-80.430485,(786) 243-8000,http://www.baptisthealth.net,TRUE,100
CLINCH MEMORIAL HOSPITAL,C,1050 Valdosta Hwy,Homerville,GA,31634,USA,Clinch,31.032829,-82.763646,(912) 487-5211,,TRUE,
SOUTH PENINSULA HOSPITAL,C,4300 Bartlett St,Homer,AK,99603,USA,Kenai Peninsula,59.651637,-151.550067,(907) 235-8101,,TRUE,
HOMER MEMORIAL HOSPITAL,A,620 E College St,Homer,LA,71040,USA,Claiborne,32.794013,-93.062291,(318) 927-2024,http://www.kcwd.com/hmh/,TRUE,60
MELISSA MEMORIAL HOSPITAL,C,1001 E Johnson St,Holyoke,CO,80734,USA,Phillips,40.578516,-102.290478,(970) 854-2241,,TRUE,
HOLYOKE MEDICAL CENTER,A,575 Beech St,Holyoke,MA,1040,USA,Hampden,42.199623,-72.627484,(413) 534-2500,http://www.holyokehealth.com,TRUE,202
